TeamId,TeamName,SubmissionDate,Score
7878783,"Ostapenko Vlad","2021-12-13 10:30:13",12323.59249
7246778,Alchemist,"2021-08-16 07:29:06",12341.58624
7325287,GHonem,"2021-08-23 15:28:48",12342.18230
7258604,Kouki,"2021-08-12 20:46:11",12344.35003
5600526,"Tejas Anand","2021-08-01 07:56:45",12348.92229
7390563,santiagoelvira87,"2021-09-08 15:46:58",12354.74569
7091847,yuraktc,"2021-07-30 00:16:40",12356.35678
8079250,"Akshay Pawar","2022-03-16 11:58:50",12359.84599
6615566,"Govind Krishna29","2021-11-29 22:06:00",12363.66664
5414968,"Anton Räfling","2021-08-11 19:02:01",12366.59351
5144795,Arnab_S007,"2021-09-14 04:43:16",12367.13580
6477909,AndreaBencini,"2022-03-12 11:04:12",12367.75720
6927172,LassonLi,"2021-06-16 07:16:10",12384.38773
7598119,GhermanB,"2021-12-18 20:21:58",12384.48936
7563328,"Alexander Kovalev","2021-11-14 17:00:15",12386.00765
7266062,renatochan,"2021-08-20 02:13:30",12396.73204
7437704,RohitSaiJanga,"2021-09-20 05:26:22",12399.53941
6992670,remigere,"2021-06-23 08:14:12",12434.21651
5828129,"You-Sheng Wang","2021-07-06 04:17:45",12449.56497
7137949,hongcho7,"2021-07-31 04:28:58",12459.58253
8255225,"Dipesh Sharma","2022-03-13 04:38:05",12460.23117
6856022,"Salikh Khabibullin","2022-02-08 12:10:52",12463.62485
7312279,"Edward aka Larry Welch","2022-03-16 00:25:19",12465.85459
7341698,Petersburg12,"2021-11-07 13:37:39",12473.80795
4854906,"Tabasco Sandwich","2021-07-31 04:29:58",12476.28631
7433708,DavidGardner,"2022-02-07 02:21:44",12539.78230
8121148,"Gun Young Lee","2022-02-15 12:48:22",12540.85271
5713578,"Artsiom Kolas","2022-01-13 07:40:20",12543.19108
8121135,YoonseoJang,"2022-02-15 12:47:58",12545.64624
8121142,taeyeons,"2022-02-15 12:48:41",12545.64624
8130528,"Kook Han","2022-03-03 04:41:45",12545.64624
8131070,leehe0523,"2022-03-03 04:42:16",12545.64624
7320739,"Mohamed Helmy #2","2021-08-21 19:45:26",12547.36181
6978400,"Pulkit #2","2021-06-25 11:08:44",12553.19660
6788009,zhixx018,"2021-08-15 12:09:33",12553.19660
7113154,"suraj chauhan","2021-08-15 07:37:30",12553.19660
7290961,"liki preetham","2021-08-17 11:08:30",12553.19660
7691881,"Lu Clarence","2022-01-08 19:35:28",12554.99214
7794830,"Jack Jae Hwan Kim","2021-12-03 13:52:44",12558.26127
7794836,YejinPark917,"2021-12-03 13:53:09",12558.26127
7044466,"JunHyeok Park","2021-09-25 15:54:37",12567.79649
6864872,SEUNGHWABACK,"2021-07-24 18:31:39",12569.17873
6864871,golakun,"2021-06-30 12:33:30",12569.41000
4971065,"Koustubh Bhushinge","2021-08-22 05:59:35",12569.52273
7811077,"SJ Lee777","2021-12-22 01:28:03",12572.02310
7250908,rohmats,"2021-08-15 03:57:10",12575.98892
7151979,"DONGYEOP RYU","2021-08-25 11:10:32",12576.55361
7148464,unset7975,"2021-08-29 07:00:59",12585.33567
7160123,"Quân Hoàng Minh","2021-10-09 04:00:42",12603.36164
7145286,"Jay Choi 3800","2021-07-30 07:59:22",12610.48988
4620694,LJ,"2021-11-03 01:53:07",12612.47304
6357824,Andrew_Kovalenko_01,"2021-07-05 17:06:17",12641.67393
5145671,"Daniel Blinder","2021-10-10 20:06:31",12643.46636
7073818,Allinvain,"2021-08-31 10:29:42",12647.72714
5188282,"Vlad Anokhov","2021-08-13 11:12:19",12710.17568
3541343,"Richul Oh","2021-10-03 02:23:37",12723.30518
4770735,"Ricardo Rendich","2021-07-21 19:04:35",12769.97358
5505576,"Orfanakis Konstantinos","2021-11-15 18:28:08",12788.11196
7450625,"Duy LeNe","2021-11-07 14:34:15",12816.75473
6999561,"Eduard Pegza","2021-07-03 20:22:42",12839.54141
7323694,Danzzzl,"2021-08-22 14:30:53",12852.62500
7120819,"Mark Lin","2021-09-07 15:12:38",12861.09150
7089027,"Ivans Youn","2021-07-20 10:38:31",12862.42612
7937166,"Ben Ng","2021-12-30 15:55:13",12864.62920
6865378,"Nikita Kudriashov","2021-08-25 09:12:23",12893.68520
7136000,"Nesterenko Marina","2021-08-23 06:38:23",12893.68520
7259792,Beans,"2021-08-14 01:48:39",12893.68520
8043182,"zhijiang liang","2022-01-26 16:33:45",12893.68520
7030989,Swapnil18,"2022-01-06 12:04:28",12902.78375
4622054,"Robert Sizemore","2022-01-07 16:53:13",12907.35084
7176123,Mirach,"2022-01-25 12:54:22",12919.71742
7930446,"Hang Zhou","2022-01-02 04:25:06",12921.73961
7055904,SouSou1014,"2021-12-10 02:57:57",12934.79458
7460938,"Davide Sanchioni","2021-10-10 15:16:56",12935.37951
5914864,kkagdugi,"2022-01-05 19:13:57",12950.67330
6329648,"Maryia Kurdina","2021-09-13 22:47:37",12995.93675
6577707,"GAYATHRI K","2021-07-14 22:06:41",12996.21865
7080182,"James B.","2021-07-27 23:01:09",13000.73338
7044881,Vishal@codes,"2021-07-08 16:16:58",13011.81207
7327916,"Grzegorz Zawadzki","2021-10-19 06:35:36",13019.62970
6702207,SooHyun,"2022-03-01 15:07:20",13028.99068
7783835,"Joey Bruce","2022-01-11 15:29:54",13030.10562
7309490,"Tina du Toit","2021-08-27 15:21:16",13034.40049
7144234,theod,"2021-12-07 01:21:57",13035.70574
6102882,"Sergey RO","2021-11-08 07:36:17",13041.54183
7249474,ulymov,"2021-10-20 10:32:49",13063.17234
5574412,"Yusuf Sali","2021-09-06 12:54:37",13063.90355
7080497,"Viktor Simjanoski","2021-08-21 15:54:37",13074.88851
6936225,"Mental Sky","2021-09-26 23:15:03",13075.40574
7223729,Fah,"2021-08-12 07:03:22",13078.93547
7929765,hagyeong174,"2021-12-29 20:54:51",13105.03724
7374222,"Vani Agarwal","2021-09-12 08:04:44",13116.29932
5315350,"Bruno Bento","2021-12-03 13:23:27",13116.54395
4245425,CHAOSMakers,"2021-08-16 16:35:17",13117.44031
7160959,"Sakshi Singh7893","2021-08-04 03:42:34",13123.74766
7261672,"Satyam Rout","2021-08-13 06:55:51",13123.74766
7674854,"Heba Mohammed ","2021-11-28 19:49:41",13123.74766
7243485,"Houssem Ghanmi","2021-08-31 00:28:31",13123.79566
7333465,"Dan Podgornov","2021-08-31 14:14:03",13123.79566
7046860,LeeErick,"2021-07-11 01:58:27",13126.77378
7638644,jhmmorgan,"2022-02-18 17:33:42",13128.88492
4761866,"Donovan Erasmus","2021-08-17 09:34:42",13141.81776
6242733,"Pinky Gautam","2021-12-05 18:51:32",13163.18659
7642110,"Mohamed Aymane Farhi","2021-11-17 10:11:46",13164.24230
7005080,"Disha Singh","2021-06-25 22:09:52",13189.56514
6667115,"Maxim Kazantsev","2021-08-17 06:04:38",13191.41194
7488994,"Sourabh Kalgunde","2021-10-09 07:13:31",13191.41194
7334268,LonnieQin,"2021-09-14 16:21:29",13192.59841
8135659,"Sara Vegetti","2022-02-18 17:30:04",13193.59465
8114786,"Ignacio José Baldoncini","2022-02-18 15:12:45",13193.59465
7033800,"Mech A 027 Ankit singh","2021-09-06 18:04:49",13198.39528
7061314,"leo pan","2021-07-07 01:45:18",13199.67222
7247052,"Alireza Siami","2021-09-12 13:03:02",13199.93635
2745813,"A Teo","2022-01-01 14:37:25",13202.70720
7325483,"Dongcheol Shin","2021-08-23 02:51:54",13221.07782
7325484,"karma sky","2021-08-23 02:52:34",13221.07782
7411357,"Grant Masschelein","2022-02-01 14:09:51",13226.12056
7382525,"Surin Voravipapan","2022-01-29 16:47:42",13243.91883
7195832,"Artem Solomko","2021-08-14 09:38:36",13244.85325
5416453,Chenxccc,"2021-09-27 09:29:10",13251.53743
8135415,"Iván Meroi","2022-02-17 23:42:08",13259.26576
7150703,"Mihrican Kızılyer","2021-07-27 11:55:10",13289.22223
7812259,PhenixHello,"2021-11-30 06:10:29",13289.78622
7148881,"Xiang Gao","2021-10-13 12:57:52",13296.42371
4683467,"Gijs van Dinther","2021-06-21 12:03:06",13318.43324
6304570,"Rajesh Michael","2021-07-14 18:43:52",13330.70833
7062554,"Mark Woodward","2021-08-15 16:15:28",13331.87083
7862784,"Mateusz Fereniec","2021-12-09 14:46:14",13333.57051
7933123,"Tarasenko Artem","2022-01-11 19:54:59",13341.82792
7335567,Andreusjh,"2021-09-21 15:52:11",13348.99351
7262635,"Andrey Pomortsev","2021-08-30 09:44:21",13350.00443
7198554,"Arvind Devarkonda","2021-09-04 15:32:39",13352.09616
7489566,"[Deleted] 46fcf593-ff4a-43b5-a647-ba1e7479cc01","2021-09-30 12:33:34",13359.23548
6959235,"Martynov Andrey","2021-10-03 11:41:16",13365.71757
5135268,"Oleksii Lukianenko","2021-08-11 15:48:25",13370.88594
7610350,"Andreu Vall Hernàndez","2021-12-02 22:15:22",13374.71405
7779337,MtSaka,"2021-12-08 22:27:30",13377.91117
5676417,"Andreas St","2021-08-14 07:12:52",13378.02724
7401828,"icw1 Lee","2021-09-15 13:46:08",13378.02724
7133722,artysts,"2021-08-14 02:25:58",13378.02724
5877524,"Kyuhwan Yohann Jung","2021-11-20 05:27:24",13378.45730
7716619,"Hyunjun Yoo","2021-11-20 10:38:22",13378.45730
7014034,"Sergej Nuss","2021-07-29 07:40:45",13378.73020
7352777,"Max Nazaruk","2021-11-21 13:18:43",13383.19582
6135485,"Chavin Hanvitayakul","2021-08-27 07:00:27",13387.78949
5135008,aiaiaidavid,"2021-08-22 17:04:06",13388.83296
6142866,"Se-wook Kim","2021-11-20 05:29:43",13393.68711
7716614,silvermaking,"2021-11-13 06:27:09",13400.69259
7716609,whitefooxx,"2021-11-13 06:26:32",13403.52682
7225576,"Yash Matharu","2021-08-06 16:51:47",13405.43484
7548450,ruthgn,"2021-10-30 00:37:01",13420.34476
8126218,xdu_zichentang,"2022-02-21 04:12:52",13422.66972
7136211,"Joseph Oluwasanya","2021-09-17 16:51:40",13429.21280
7329545,"Oluwafemi Adeyemo","2021-09-29 12:55:59",13439.44072
8163390,jamescasia,"2022-02-15 12:16:13",13442.18882
7756193,"Matija Eskic","2021-12-18 23:37:03",13448.33543
7683830,porfirythelaw,"2021-11-07 21:21:35",13449.63051
7698269,أنا,"2021-11-10 00:22:34",13450.44949
8240681,qwesdp,"2022-03-02 04:26:53",13459.93802
5354097,"Rodrigo Sousa","2021-06-28 01:28:40",13465.85339
8068104,Nikita_Morozov,"2022-01-28 11:43:46",13467.40102
8221609,Taeinkim03,"2022-03-06 03:36:26",13475.18885
8299436,Krynoid,"2022-03-16 11:11:42",13478.22574
7231028,Dorothy,"2021-09-01 06:07:02",13479.10218
4653873,"Marius PD","2022-03-09 16:16:24",13485.73769
7248165,Narmin,"2021-08-25 08:11:57",13489.16910
8061487,"Tin-wai Phoebe Wong","2022-02-04 14:57:38",13490.52271
7353953,"Suyash Sonawane","2021-11-02 10:33:47",13492.53680
7211969,"Evgenii Serebrennikov","2021-10-04 09:50:15",13495.60188
6974319,ACN_Team19,"2021-06-17 12:24:27",13503.19928
7250586,"Md. Rasel Meya","2021-08-16 15:36:07",13503.28692
6749339,"AI With Data Science","2022-02-14 11:26:18",13503.28692
7635270,"Tom Brotherton","2022-01-16 01:11:15",13504.09184
6720369,"Emanuele Messori","2021-08-24 08:25:21",13508.69385
7256248,"Alao D. I.","2021-08-21 09:36:35",13509.30128
7529266,"Abhishek Aggarwal896","2021-12-13 16:16:11",13513.06024
7242472,A.v.v.Meghashyam,"2021-08-10 13:13:08",13517.89181
7441365,"Sina Bo.","2021-09-22 10:37:51",13518.69134
5048501,nguyenhads,"2021-08-31 05:52:06",13521.47520
7241776,"Roland van Vliembergen","2021-08-17 23:03:49",13524.53981
7383855,"Sergio Dana","2021-12-30 18:30:38",13529.15436
5564278,"Thomas Deregnaucourt","2021-10-10 14:52:46",13533.46776
7243374,"Ilan Geller","2021-08-16 06:53:38",13542.47491
7758336,"KIM HYUNKYOUNG","2021-11-20 05:01:25",13544.17220
4326609,Catadanna,"2022-01-19 17:29:16",13545.15363
7484365,longphib181,"2021-10-30 17:07:01",13546.57558
8018726,"Abrar Elidrisi","2022-02-07 15:36:10",13553.97048
7697833,kevcao22,"2021-12-02 22:15:53",13554.97537
7885782,"Elena R","2022-01-07 18:47:30",13555.17170
4918242,Paul-Fl,"2021-10-05 09:42:28",13556.86544
5338005,"Ranjith Rajmohan","2021-09-02 01:24:48",13557.55396
6976919,"Aaron Wang","2021-06-27 22:39:13",13559.52673
6916814,TarikH93,"2021-06-20 13:03:35",13560.76001
7417325,"Tom Zhou","2021-11-18 11:17:39",13565.53895
6979677,"Ralphe Drenth","2021-07-06 15:42:31",13576.34835
7155033,"Syed Muhammad Asad","2021-09-24 21:37:41",13576.73225
7240772,"Pawarison Tanyu","2021-08-15 00:57:21",13576.73225
7713613,"Pavel Trusov","2021-12-23 05:46:34",13577.14815
7709611,pnightowl.py,"2021-11-24 17:32:17",13584.62091
7244483,"[Deleted] 8ac0704b-6fac-481a-9577-0933c132d8c6","2022-03-03 00:15:40",13594.92469
8280275,"Lucas Mader","2022-03-09 19:47:47",13594.92469
6104150,"Abdel-Aziz Gamal","2021-08-15 23:53:25",13597.12568
7326586,"Devashree Madhugiri","2021-08-23 07:54:01",13597.14677
7920111,rnadim,"2021-12-30 19:36:24",13598.19217
7716606,kimanvin,"2021-11-13 06:26:39",13600.77846
7270841,0|1,"2021-09-04 19:47:14",13601.63036
4407173,"Gustavo do Carmo Hermenegildo","2022-02-07 05:42:09",13602.79926
5856848,"Vaisakh Plakkot","2021-09-04 20:38:48",13605.56121
8049862,"Haeseon Jung","2022-02-08 11:02:01",13620.75912
8092997,ktapakta,"2022-02-02 14:18:28",13625.49019
7613171,"Mariusz Dlu","2022-01-17 21:55:46",13630.28527
5539807,Avo_Kaa,"2021-08-23 16:18:55",13634.18404
6962182,"Kaan Boke","2021-09-13 12:21:43",13637.25326
8008999,"hh Chen","2022-01-22 06:32:45",13642.86182
7246007,"Mike #3","2021-08-11 00:41:21",13645.24452
7823777,Norito888,"2021-12-15 06:45:27",13650.52258
6986597,"Andrés Camargo","2021-08-19 02:10:01",13653.71786
8011491,"Emmanuel Guefif","2022-03-09 01:45:33",13658.03080
7264732,"sherif elhabyan","2021-08-20 13:39:20",13660.48043
6629086,"kartik bandarwad","2021-06-18 04:22:07",13670.04926
7815274,"Gerald Deeprose","2021-12-06 17:52:36",13670.58804
7002799,"Ignorant Panda","2021-06-24 09:17:13",13676.80794
6938273,"Dac-Thanh Van","2021-07-30 10:28:14",13681.92946
3793141,"Imran Tayyab","2021-10-13 14:53:48",13685.05517
7378706,"Richeng Piao","2021-11-12 00:13:30",13685.52854
7275181,"Hiroshi Kameya","2021-09-07 08:39:55",13695.37573
7233421,"Sawon Pratiher","2021-08-21 18:38:49",13698.77161
8056207,"Jisu Rho","2022-02-08 10:57:34",13705.60063
7892329,Ciangi,"2021-12-17 02:50:45",13707.66796
5202816,Luna_4444,"2021-11-22 17:54:40",13714.15080
6966729,"Rustam Fakhretdinov","2021-11-20 12:27:01",13716.90971
7464007,"Tuyen Tran","2021-10-11 07:25:45",13728.07485
7258527,"Chao Shu","2022-01-07 00:37:13",13730.28882
3576677,"Emilien Lee","2021-12-18 16:14:59",13733.00646
7860919,neltpat,"2021-12-14 12:05:58",13734.24427
7239645,"Darwin BM","2021-08-10 01:10:37",13742.75445
7431799,"Riaan Neethling de Witt","2022-01-17 08:00:24",13745.73993
7222686,"Doe John","2021-08-09 06:09:41",13746.54342
7222738,"Joshua Sirusstara","2021-08-09 08:01:59",13746.54342
7233243,Mukei,"2021-08-14 14:30:53",13746.54746
6367509,"Alex Koshchii","2021-07-06 14:14:48",13749.38972
7108736,AI20MTECH14012,"2021-07-17 04:47:03",13749.38972
7101138,"Laura Braunwarth","2021-07-22 15:26:21",13749.38972
8108125,"Gabor Sarosi","2022-02-18 18:23:37",13754.65992
7486447,"A Sciocchetti","2021-10-03 02:14:44",13757.81997
7904030,"SARTHAK GUPTA","2021-12-20 20:09:34",13758.41806
7336725,"En Lavanov","2021-08-27 07:58:57",13763.63876
6876440,"Laura Desplans","2021-07-04 18:11:43",13764.88573
7894359,"Łukasz Czeropski","2021-12-23 09:21:44",13765.61392
7509753,"Daniel Bissell","2021-10-09 18:25:46",13773.91330
7334824,nondhia,"2021-08-25 02:47:44",13777.28817
7620499,yoshoo,"2021-12-10 04:50:48",13779.66449
7900677,"M.Hassan Mojab","2021-12-31 20:03:21",13784.28140
6442110,markfelixm,"2021-11-08 13:10:12",13787.13032
7506313,Little_Machine,"2021-10-04 08:15:19",13789.37552
7681511,jdgeun,"2021-11-07 11:45:11",13795.13973
7681499,kaymath,"2021-11-07 11:45:19",13795.13973
6374697,Shannan,"2021-08-24 06:32:45",13798.40458
7277967,"Sergey Zemskov","2021-09-22 21:36:41",13800.57827
7730964,Vladik96,"2021-12-09 11:09:10",13804.34844
7243703,"Rahana P Abdul Kadir","2021-08-16 17:09:44",13806.29510
7244335,"Kaveh Shahhosseini","2021-08-24 17:34:47",13806.29510
7279434,"Parth Mistry","2021-08-26 06:06:01",13806.29510
7210803,"Rohan Dhanraj Yadav","2021-08-26 13:40:53",13806.29510
7220538,kifkif,"2021-08-27 13:05:29",13806.29510
7812519,"Konstantin A. Petin","2021-12-03 09:12:25",13807.75685
6949228,"GULDENIZ CANATAN","2021-06-14 19:37:53",13811.92318
7395520,"Peter Spanner","2021-09-12 14:36:59",13818.13666
8260516,"Kwan Kyu Lee","2022-03-14 04:01:23",13824.38294
7422456,"Muhammad Naufal","2021-10-01 10:04:52",13829.56277
7314745,AKR,"2021-09-09 11:57:31",13840.90915
8122688,"Александр Горбачёв","2022-02-20 14:39:33",13841.56787
8066579,"Ben Bowring","2022-01-28 16:30:09",13845.05901
6885063,"Alexandra Stepanenko","2021-06-14 17:56:13",13851.56620
8048062,Chelouche,"2022-01-25 19:31:54",13854.86015
8004658,"Mikhail Trusfus","2022-01-27 21:55:09",13858.36626
6038745,trishh,"2021-06-21 09:37:51",13864.56259
7355814,"Andrey Lokhanov","2021-08-30 06:55:54",13873.25766
7934273,"Maxence Fuzellier","2022-02-25 23:19:00",13878.29951
5771305,"Alaa Eddine Ben Zekri","2021-06-25 05:31:05",13882.52914
7386817,ChenHaoyuuu,"2021-11-12 12:16:55",13886.89893
7203085,"Drake Ammer","2021-08-09 21:04:46",13887.33307
7306406,"Steve Steinacker","2021-12-15 15:38:07",13895.57879
7047009,"Manuel García Lastra","2021-07-25 07:57:31",13895.82583
7275123,"Rauf Fatali","2021-09-11 15:26:53",13897.26351
6975084,"Lopamudra Nayak","2021-06-17 15:06:58",13897.96921
5729921,MartinVolk,"2021-06-15 13:30:30",13906.16993
7533729,"Ankur Tripathi","2021-10-24 11:40:52",13911.62722
7330693,"Phước Nguyễn Bảo","2021-09-10 16:01:23",13913.76648
7074331,"Andreas Geyer","2021-09-23 07:23:18",13916.24483
7632274,"Hubert #2","2021-11-14 11:31:33",13916.50304
7912425,"Mohamed Saad Moustafa","2022-02-05 05:25:21",13917.54083
7297350,"Aditya Raj Agrawal","2021-09-01 21:56:57",13924.94620
7993912,"abhishek dasani","2022-02-07 11:05:18",13931.18923
7898244,"Chet Tudtong","2022-01-31 05:12:56",13934.04317
6480610,"Daniel Valyano","2021-09-28 08:46:11",13943.66096
7271288,"Antonildo Santos","2021-08-28 19:50:39",13944.29716
5709879,PranjalVerma08,"2021-07-18 21:57:08",13950.40562
7378254,"David Allen1","2021-09-09 13:03:17",13963.42728
7469748,"Zeeshan Ali #2","2021-12-01 12:03:49",13965.48822
7348181,"Willem Traupel","2021-10-25 17:12:54",13969.22827
7633460,"Srinivas Voore","2021-10-29 13:15:38",13970.11415
7660945,tantable,"2021-11-03 13:53:53",13973.39348
6627192,"Mikolaj Najda","2021-08-30 19:51:13",13975.07332
7288444,"Anandu R","2021-08-19 16:13:01",13977.53323
7309060,"Ranjit Sah","2021-08-24 21:24:21",13977.53323
7323366,"Martin Faucheux","2021-08-29 11:53:15",13986.08984
7324588,"oluwafemi Jegede","2021-09-04 02:28:46",13997.83391
8049791,HamaJerry,"2022-01-30 20:58:55",13997.88785
3133810,Marelmi,"2021-09-23 15:01:53",13999.54463
8205105,KoalasWelcome,"2022-03-13 22:23:20",14004.72085
8097104,"Kiril Vasilev","2022-02-04 09:07:15",14005.40414
7480917,"GEORGIOS YFANTIDIS","2021-10-13 08:45:04",14007.23226
7254962,"Konstantin Diachkov","2021-08-20 12:52:59",14011.98374
7354544,"Sambath Kin","2021-09-02 20:02:03",14013.79506
6031028,"ABDELGHAFOUR AIT BENNASSAR","2021-08-15 14:57:51",14023.38476
7256032,"Corey Hamren","2021-11-07 14:46:12",14024.29335
7687522,"AJAY SINGH","2021-11-08 11:36:43",14024.29335
4095807,"Diego Silveira","2021-08-18 12:01:43",14026.59459
7243159,"Nina Novikova","2021-11-11 13:14:07",14027.30639
7114402,kdmitrie,"2021-12-11 19:02:25",14031.26203
8221610,may_baek,"2022-03-06 03:35:58",14033.21562
7384577,"Alexey Kapustin","2021-09-07 17:10:52",14035.10873
7394109,evelyn.ch,"2021-09-08 05:17:23",14035.10873
7281964,"Farjana Ema Nishy","2021-09-09 04:27:25",14035.10873
7389612,"Daniel Singh Irengbam","2021-09-09 10:58:14",14035.10873
7719177,tomosato,"2022-01-15 15:12:35",14035.72097
5721988,DanPrisacaru,"2021-07-29 17:59:51",14037.92838
7619942,"Oleksii Barash","2021-11-11 04:56:23",14040.03752
7358712,"Devlikamov Vlad","2021-08-30 19:39:55",14047.22825
7936210,"Kevin Irrer","2021-12-27 12:21:44",14048.28781
7912636,"Alen Eapen","2022-01-24 13:01:51",14051.19555
8111407,Repeatplease,"2022-02-11 16:15:17",14051.71488
7894395,"Sumeet Bohra","2021-12-22 11:07:32",14057.74474
8275668,yourim_K,"2022-03-13 04:52:33",14062.48542
7211453,HappySnehal,"2021-09-18 08:07:13",14063.35699
6686527,ritata,"2021-06-20 10:16:49",14066.48464
7982423,HereGiam,"2022-02-25 16:18:30",14067.00490
7768138,notaiax,"2021-12-20 20:22:16",14070.73605
8191566,"Paulo Marques","2022-02-26 21:57:36",14078.34213
7502402,"SH Goh","2021-10-03 11:33:41",14083.38448
6321183,"Elton Costa Neves da Silva","2021-12-10 04:00:52",14086.86272
5573887,MHSlearner,"2021-07-01 20:42:58",14088.90370
7265590,"Masahiko Isshiki","2021-08-20 20:20:22",14093.71916
6198499,"Askar Aldan","2021-08-08 18:47:11",14097.31248
7068568,"Lázaro Cáceres","2021-09-07 19:19:34",14098.31662
8178801,"Michael W. Heiss","2022-03-12 21:46:17",14106.53241
7007965,"Dhrubjun Nath Saikia","2021-06-27 10:39:02",14113.71321
7393238,"Jake Brusca","2021-09-17 14:55:07",14120.82624
7526818,Theblackwood,"2021-10-15 00:27:06",14121.89202
